Exam Name,Link of website,College Name,City,State,Program,Branch,Year - cutoff,Round #,Gender,Quota,Category,Opening Rank,Closing Rank,Cutoff Percentile/Score,Link - Data Taken from
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"G H Patel College of Engineering & Technology, V V Nagar",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,SFI,OPEN/General,,28245.0,160 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),AUTOMOBILE ENGG(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,43098.0,92 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),BIO-MEDICAL ENGINEERING (6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,42671.0,103 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),CHEMICAL ENGG(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,42308.0,107 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,42510.0,105 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,42658.0,103 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,43354.0,51 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),INFORMATION TECHNOLOGY(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,40572.0,120 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,42858.0,99 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GANAPAT UNIVERSITY INSTITUTE OF TECHNOLOGY,,Gujarat,Diploma Engineering (First Year),PETRO CHEMICAL TECHNOLOGY(6 YEARS INTEGRATED DUAL DEGREE),2023,Round 1,,SFI,OPEN/General,,40127.0,122 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GMB POLYTECHNIC RAJULA,,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,PPP,OPEN/General,,39832.0,124 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GMB POLYTECHNIC RAJULA,,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,PPP,OPEN/General,,23273.0,173 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GMB POLYTECHNIC RAJULA,,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,PPP,OPEN/General,,42716.0,102 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GMB POLYTECHNIC RAJULA,,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,PPP,OPEN/General,,43296.0,74 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),ARCHITECTURE,2023,Round 1,,GOV,OPEN/General,,27161.0,163 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),BIO-MEDICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42661.0,103 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),CDDM,2023,Round 1,,GOV,OPEN/General,,43198.0,87 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,43207.0,86 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,GOV,OPEN/General,,6294.0,224 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),ELECTRONICS & COMMUNICATION ENGG.,2023,Round 1,,GOV,OPEN/General,,40966.0,118 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),INFORMATION AND COMMUNICATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,15622.0,194 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),INFORMATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,5133.0,229 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),ARCHITECTURE,2023,Round 1,,GOV,OPEN/General,,42687.0,103 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,41270.0,116 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,GOV,OPEN/General,,8920.0,214 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,41916.0,111 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),ELECTRONICS & COMMUNICATION ENGG.,2023,Round 1,,GOV,OPEN/General,,40918.0,118 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),INFORMATION AND COMMUNICATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,18647.0,185 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),INFORMATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,3679.0,237 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC FOR GIRLS, SURAT",,Gujarat,Diploma Engineering (First Year),TEXTILE DESIGNING,2023,Round 1,,GOV,OPEN/General,,43136.0,90 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GOVERNMENT POLYTECHNIC HALOL,,Gujarat,Diploma Engineering (First Year),AUTOMOBILE ENGG,2023,Round 1,,GOV,OPEN/General,,42972.0,97 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GOVERNMENT POLYTECHNIC HALOL,,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,43126.0,91 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GOVERNMENT POLYTECHNIC HALOL,,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,43085.0,93 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,GOVERNMENT POLYTECHNIC HALOL,,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,GOV,OPEN/General,,31789.0,151 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),ARCHITECTURE,2023,Round 1,,GOV,OPEN/General,,5834.0,226 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),AUTOMATION AND ROBOTICS,2023,Round 1,,GOV,OPEN/General,,35541.0,140 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),AUTOMOBILE ENGG,2023,Round 1,,GOV,OPEN/General,,43204.0,86 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),BIO-MEDICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42214.0,108 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,18760.0,185 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,GOV,OPEN/General,,2567.0,244 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,20726.0,180 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),ELECTRONICS & COMMUNICATION ENGG.,2023,Round 1,,GOV,OPEN/General,,43064.0,93 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),INFORMATION AND COMMUNICATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,9744.0,211 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),INFORMATION TECHNOLOGY,2023,Round 1,,GOV,OPEN/General,,1871.0,249 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),INSTRUMENTATION & CONTROL,2023,Round 1,,GOV,OPEN/General,,43010.0,96 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,GOV,OPEN/General,,15541.0,194 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG (CAD/CAM),2023,Round 1,,GOV,OPEN/General,,42645.0,103 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, AHMEDABAD",,Gujarat,Diploma Engineering (First Year),PLASTIC ENGINEERING(SANDWICH PATTERN),2023,Round 1,,GOV,OPEN/General,,37971.0,132 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, BHUJ",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,43359.0,44 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, BHUJ",,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,GOV,OPEN/General,,17705.0,188 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, BHUJ",,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42800.0,100 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, BHUJ",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,GOV,OPEN/General,,43265.0,80 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, BHUJ",,Gujarat,Diploma Engineering (First Year),MINING ENGG.,2023,Round 1,,GOV,OPEN/General,,38181.0,131 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, CHOTTA UDEPUR",,Gujarat,Diploma Engineering (First Year),AUTOMOBILE ENGG,2023,Round 1,,GOV,OPEN/General,,40722.0,119 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, CHOTTA UDEPUR",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,42467.0,105 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, CHOTTA UDEPUR",,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42384.0,106 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, CHOTTA UDEPUR",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,GOV,OPEN/General,,43238.0,83 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),CDDM,2023,Round 1,,GOV,OPEN/General,,41230.0,116 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),CIVIL ENGG.,2023,Round 1,,GOV,OPEN/General,,43200.0,86 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),COMPUTER ENGG.,2023,Round 1,,GOV,OPEN/General,,21146.0,179 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),ELECTRICAL ENGG,2023,Round 1,,GOV,OPEN/General,,43364.0,37 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),ELECTRONICS & COMMUNICATION ENGG.,2023,Round 1,,GOV,OPEN/General,,40625.0,120 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, DAHOD",,Gujarat,Diploma Engineering (First Year),MECHANICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42626.0,104 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, GANDHINAGAR",,Gujarat,Diploma Engineering (First Year),AUTOMATION AND ROBOTICS,2023,Round 1,,GOV,OPEN/General,,42985.0,97 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, GANDHINAGAR",,Gujarat,Diploma Engineering (First Year),BIO-MEDICAL ENGG,2023,Round 1,,GOV,OPEN/General,,42880.0,99 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
Gujarat Common Entrance Test – Polytechnic,https://acpdc.gujarat.gov.in/meritlist.aspx,"GOVERNMENT POLYTECHNIC, GANDHINAGAR",,Gujarat,Diploma Engineering (First Year),CHEMICAL ENGG,2023,Round 1,,GOV,OPEN/General,,20570.0,180 marks,https://static.collegedekho.com/media/uploads/2024/07/19/gujarat-polytechnic-round-1-insitute-wise-cutoff-2024_iCikdQU.pdf
