Body,Exam,Level,State,Year,Round,Institute,Branch,Category,Quota,Gender,OpeningRank,ClosingRank
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",ELECTRICAL ENGINEERING,General,,,5394,5940
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",ELECTRO & COMMUNICATION ENGINEERING,General,,,6036,6036
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",ELECTRO & COMMUNICATION ENGINEERING,Female,,,7507,9432
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",AERONAUTICAL ENGG,General,,,4279,4356
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",AERONAUTICAL ENGG,Female,,,10184,10230
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",CIVIL ENGINEERING,General,,,4467,4467
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",CIVIL ENGINEERING,Female,,,10589,10589
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,,,3226,5838
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,,,6415,9784
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ","COMPUTER SCIENCE & ENGG (INTERNET OF THINGS &
CYBER SECURITY INCLUDING BLOCK CHAIN ARTIFICAL",General,,,1510,5622
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ","COMPUTER SCIENCE & ENGG (INTERNET OF THINGS &
CYBER SECURITY INCLUDING BLOCK CHAIN ARTIFICAL",Female,,,6727,11646
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",ELECTRICAL ENGINEERING,General,,,4997,4997
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, GOPALGANJ",ELECTRICAL ENGINEERING,Female,,,12303,12303
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",CIVIL ENGINEERING,General,,,4879,5188
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",CIVIL ENGINEERING,Female,,,9192,11853
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI","COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",General,,,135,5042
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI","COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",Female,,,5004,9961
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,,,851,3814
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,,,4567,8471
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,4376,5730
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",ELECTRICAL ENGINEERING,General,,,3230,4134
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",ELECTRO & COMMUNICATION ENGINEERING,General,,,4459,5055
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",MECHANICAL ENGINEERING,General,,,5678,5678
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JAMUI",MECHANICAL ENGINEERING,Female,,,7217,7217
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",CIVIL ENGINEERING,General,,,4574,6038
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",CIVIL ENGINEERING,Female,,,5637,12070
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,,,2301,5539
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,,,4062,8911
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",ELECTRICAL ENGINEERING,General,,,5896,5896
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",ELECTRICAL ENGINEERING,Female,,,10295,12111
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, JEHANABAD",ELECTRO & COMMUNICATION ENGINEERING,General,,,4224,6025
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",CIVIL ENGINEERING,General,,,4485,5526
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,,,2331,5991
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,,,2525,8328
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",COMPUTER SCIENCE & ENGG (NETWORKS),General,,,3925,6032
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",COMPUTER SCIENCE & ENGG (NETWORKS),Female,,,6499,11764
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",ELECTRO & COMMUNICATION ENGINEERING,General,,,6065,6065
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KAIMUR",ELECTRO & COMMUNICATION ENGINEERING,Female,,,11761,11761
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KHAGARIA",CIVIL ENGINEERING,Female,,,10368,10368
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KHAGARIA","COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",General,,,3195,5829
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KHAGARIA","COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",Female,,,6697,11718
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, KHAGARIA",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,4360,5408
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",CIVIL ENGINEERING,General,,,5925,6048
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",CIVIL ENGINEERING,Female,,,6787,10736
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",COMPUTER SC. & ENGINEERING,General,,,908,3905
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",COMPUTER SC. & ENGINEERING,Female,,,2036,5697
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,3900,5789
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),Female,,,8914,11881
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, MADHUBANI",ELECTRICAL ENGINEERING,Female,,,3856,3856
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",CIVIL ENGINEERING,General,,,3615,5479
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",CIVIL ENGINEERING,Female,,,6250,11896
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",COMPUTER SC. & ENGINEERING,General,,,741,3049
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",COMPUTER SC. & ENGINEERING,Female,,,2101,5588
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",ELECTRICAL ENGINEERING,General,,,1960,4853
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",ELECTRICAL ENGINEERING,Female,,,5142,12274
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",ELECTRO & COMMUNICATION ENGINEERING,General,,,4658,6030
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, NAWADA",ELECTRO & COMMUNICATION ENGINEERING,Female,,,9190,11216
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",CIVIL ENGINEERING,General,,,4651,4875
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",CIVIL ENGINEERING,Female,,,12102,12309
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",COMPUTER SC. & ENGINEERING,General,,,1433,4945
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",COMPUTER SC. & ENGINEERING,Female,,,3465,9587
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",ELECTRO & COMMUNICATION ENGINEERING,General,,,5894,6002
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",ELECTRO & COMMUNICATION ENGINEERING,Female,,,11109,11109
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SHEIKHPURA",MECHANICAL ENGINEERING,General,,,5822,5822
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",CIVIL ENGINEERING,General,,,4885,5412
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",CIVIL ENGINEERING,Female,,,6037,9992
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",COMPUTER SC. & ENGINEERING,General,,,1538,3634
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",COMPUTER SC. & ENGINEERING,Female,,,2780,6879
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,4216,6024
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),Female,,,5735,12080
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",ELECTRICAL ENGINEERING,Female,,,7035,12133
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, SIWAN",MECHANICAL ENGINEERING,General,,,5277,5277
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",CIVIL ENGINEERING,General,,,3191,5830
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",CIVIL ENGINEERING,Female,,,6819,11806
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",COMPUTER SC. & ENGINEERING,General,,,659,1832
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",COMPUTER SC. & ENGINEERING,Female,,,1275,2214
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,1724,3187
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),Female,,,3600,6375
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",ELECTRICAL ENGINEERING,General,,,2804,5715
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",ELECTRICAL ENGINEERING,Female,,,3259,12281
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",ELECTRO & COMMUNICATION ENGINEERING,General,,,2340,4372
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",ELECTRO & COMMUNICATION ENGINEERING,Female,,,4854,8055
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",ELECTRO AND COMMUNICATION ENGINEERING (ACT),General,,,5556,5986
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, VAISHALI",MECHANICAL ENGINEERING,Female,,,10678,10678
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,CIVIL ENGINEERING,General,,,4090,5508
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,CIVIL ENGINEERING,Female,,,4061,12194
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,,,2182,4722
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,,,5022,9550
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,,,2498,5972
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,,,9921,12301
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,ELECTRICAL ENGINEERING,General,,,2945,5916
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,ELECTRICAL ENGINEERING,Female,,,10214,10214
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG.COLLEGE MUNGER,MECHANICAL ENGINEERING,Female,,,11698,11698
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT.ENGG. COLLEGE KISHANGANJ,COMPUTER SC. & ENGINEERING,General,,,519,3797
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT.ENGG. COLLEGE KISHANGANJ,COMPUTER SC. & ENGINEERING,Female,,,7144,9080
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT.ENGG. COLLEGE KISHANGANJ,"COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",General,,,4166,5887
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT.ENGG. COLLEGE KISHANGANJ,"COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",Female,,,6445,12272
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",CIVIL ENGINEERING,General,,,3662,5921
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",CIVIL ENGINEERING,Female,,,6039,9943
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",COMPUTER SC. & ENGINEERING,General,,,43,2139
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",COMPUTER SC. & ENGINEERING,Female,,,1927,4242
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",ELECTRICAL & ELECTRONICS ENGINEERING,General,,,2130,5456
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,7193,12008
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,,,2706,5601
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),Female,,,5732,5732
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"K.C.E., KATIHAR",FOOD PROCESSING & PRESERVATION,Female,,,3132,12081
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,CIVIL ENGINEERING,General,,,2523,3851
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,CIVIL ENGINEERING,Female,,,7700,10416
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,COMPUTER SC. & ENGINEERING,General,,,559,991
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,COMPUTER SC. & ENGINEERING,Female,,,1020,2529
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,ELECTRICAL & ELECTRONICS ENGINEERING,General,,,1416,3308
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,5420,8186
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,FOOD PROCESSING & PRESERVATION,Female,,,8126,8126
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,MECHANICAL ENGINEERING,General,,,4591,5969
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,L.N.J.P.I.T. TECHNOLOGY. CHAPRA,MECHANICAL ENGINEERING,Female,,,11819,11819
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,CIVIL ENGG WITH COMPUTER APPLICATION,General,,,1429,5051
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,CIVIL ENGG WITH COMPUTER APPLICATION,Female,,,9206,12011
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,CIVIL ENGINEERING,General,,,2068,3807
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,CIVIL ENGINEERING,Female,,,5296,9055
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,COMPUTER SC. & ENGINEERING,General,,,593,901
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,COMPUTER SC. & ENGINEERING,Female,,,1253,1934
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,,,536,1238
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,,,2082,2869
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,ELECTRICAL & ELECTRONICS ENGINEERING,General,,,1179,2829
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,4637,8925
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M..C.E. MOTIHARI,MECHANICAL ENGINEERING,General,,,3291,5904
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,BIOMEDICAL ROBOTIC ENGG,General,,,646,2855
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,BIOMEDICAL ROBOTIC ENGG,Female,,,1638,5580
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,CHEMICAL TECHNOLOGY (LEATHER TECH),General,,,1263,3196
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,CHEMICAL TECHNOLOGY (LEATHER TECH),Female,,,1496,6296
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,CIVIL ENGINEERING,General,,,173,549
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,CIVIL ENGINEERING,Female,,,214,1391
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,M.I.T. MUZAFFARPUR,COMPUTER SC. & ENGINEERING,General,,,2,29
